,video,description
0,mixkit-woman-is-happy-with-her-weight-4509.mp4,"Woman happy with her body having lost weight, in a beautifully designed room, a white painted brick wall, and a rug."
0,mixkit-strong-woman-exercising-with-a-platform-in-a-gym-44427.mp4,"Strong woman in sportswear exercising by repeatedly climbing on a platform with dumbbells in her hands, in a gym."
0,mixkit-woman-listening-to-music-lying-on-a-sofa-43383.mp4,Portrait of a young woman lying on a sofa while listening and enjoying music with her headphones and combing her hair.
0,mixkit-face-of-a-fighter-exhausted-during-a-fight-40988.mp4,Sweaty and bruised face of a young female mixed martial arts fighter exhausted while wiping the sweat with her hands.
0,mixkit-woman-taking-a-walk-in-the-autumnal-forest-33503.mp4,Woman taking a walk in the autumnal forest
0,mixkit-blonde-girl-surfing-the-internet-at-the-office-23017.mp4,Blonde girl surfing the Internet at the office
0,mixkit-a-long-haired-woman-singing-on-stage-478.mp4,A long-haired singer singing with a microphone on a stage with a red spotlight.
0,mixkit-woman-exercising-with-a-weighted-ball-in-a-gym-44423.mp4,"Athletic woman working out by throwing a weighted ball and doing squats, in a shot that follows her movement."
0,mixkit-portrait-of-a-jugglery-woman-making-a-fire-hoop-43681.mp4,"Portrait of a juggled woman making a fire ring with two fans lit with fire, in one place, old, worn and abandoned."
0,mixkit-girl-reading-a-book-sitting-near-a-window-42741.mp4,Young woman reading a book sitting by a window with a view of nature on a sunny day.
0,mixkit-face-of-a-woman-while-the-wind-moves-her-hair-32755.mp4,"Face of a woman with her eyes closed in a closed shot, with makeup and some tree leaves painted in the hundreds, while the seeing moves her hair, with the sky in the background."
0,mixkit-brown-eye-closeup-17702.mp4,Brown eye closeup
0,mixkit-front-view-of-a-female-runner-in-the-start-position-588.mp4,"A female runner in the start position. Athlete training her start position. Bottom and front view. Grandstand background. A girl improving her sprint start technique. A young woman wearing sport clothes, leggings, tennis and sport long sleeve t-shirt."
0,mixkit-scientist-student-solving-formulas-on-a-blackboard-4619.mp4,"Young female science student in a robe writing formulas on a whiteboard, while turning around and smiling directly at the camera."
0,mixkit-woman-looking-in-rear-view-mirror-43185.mp4,Curly-haired young woman in red heart-shaped sunglasses looks into the rearview mirror of a car.
0,mixkit-faces-of-a-group-of-friends-drinking-wine-outdoors-42732.mp4,"Faces of a group of friends drinking wine, talking and laughing outdoors, surrounded by trees in nature."
0,mixkit-mysterious-pale-looking-fashion-woman-at-winter-39878.mp4,"Mysterious young woman with silver hair, pale and cold appearance and a white dress, while holding a silver branch with leaves and the snow falls slowly and gently."
0,mixkit-young-woman-from-behind-walking-in-nature-32748.mp4,"Woman from behind with black sportswear, walking along a path in the middle of a park with many tall trees with thin trunks, grass and other vegetation."
0,mixkit-silhouette-of-a-woman-walking-along-the-beach-31361.mp4,Silhouette of a woman walking along the beach
0,mixkit-girl-working-on-her-tablet-257.mp4,A girl wearing big earrings smiles while she reads on her tablet while sitting on a grey armchair. In the background there is a kitchen and people hanging about.
0,mixkit-urban-women-looking-at-the-camera-in-a-car-43275.mp4,Two urban female models sitting inside an old white convertible car in a building parking lot.
0,mixkit-woman-smokes-marijuana-with-a-glass-pipe-40575.mp4,Close-up shot of a woman's mouth lighting a marijuana-filled glass pipe and then expelling the smoke.
0,mixkit-woman-playing-with-her-hair-16189.mp4,Woman playing with her hair
0,mixkit-creative-woman-writing-ideas-on-sticky-notes-for-marketing-project-9124.mp4,Creative woman writing ideas on sticky notes for marketing project
0,mixkit-women-in-a-hundu-dress-dancing-slowly-4545.mp4,"Two smiling women in Hindu dresses and points between their brows, dancing with slow hand movements."
0,mixkit-two-friends-looking-at-the-cell-phone-in-a-coffee-43266.mp4,"Going out between friends to talk in a cafeteria, one of them shows images on her cell phone to the other."
0,mixkit-curvy-hair-model-in-a-vehicle-43191.mp4,Woman with long curly hair posing in a convertible car while she touches the steering wheel and wears red sunglasses.
0,mixkit-woman-exercising-in-her-living-room-42898.mp4,"Woman exercising in her living room, doing push-ups, surrounded by many plants and with incense."
0,mixkit-two-young-friends-laughing-and-fooling-around-in-a-coffee-41225.mp4,"Two young friends laughing and joking sitting at a table in an outdoor cafe, having a couple of milkshakes and a dessert."
0,mixkit-woman-lighting-a-marijuana-cigarette-40841.mp4,"Close-up scene of a woman lighting a marijuana cigarette with a lighter, and then taking the smoke out of her mouth."
0,mixkit-a-healthy-couple-running-on-a-treadmill-1321.mp4,Vertical video of a healthy couple running on a treadmill at a gym. A man and a woman wearing sportswear doing exercise together. Slow motion shot of an athletic couple on treadmills.
0,mixkit-woman-typing-on-her-cell-phone-43270.mp4,A young brown-haired woman typing a social media message on her smartphone in a coffee shop.
0,mixkit-profile-face-of-a-woman-meditating-in-a-desert-32765.mp4,"Profile face of a woman meditating with closed eyes, under the sunset sun, in a great desert, and the wind blowing her hair and clothes."
0,mixkit-a-woman-dancing-in-front-of-a-green-screen-23572.mp4,A woman dancing in front of a green screen
0,mixkit-a-girl-walking-on-the-beach-1223.mp4,A young woman wearing a black bikini and a black beach shirt walking on the sand near of beach rocks and palms trees.
0,mixkit-womans-portrait-wearing-a-bikini-at-the-beach-1215.mp4,A woman wearing a black bikini walking in the seashore and playing with the water.
0,mixkit-woman-exercising-with-a-ball-in-a-gym-44430.mp4,"View from below of a strong young woman in a gym working out, doing repetitions throwing a weighted ball."
0,mixkit-athletic-woman-working-out-throwing-a-weighted-ball-44425.mp4,"Woman athlete from the back exercising in a gym, doing squats and throwing a weighted ball, leaning against a wall."
0,mixkit-woman-with-flowers-and-pink-clothes-43195.mp4,Portrait of a young woman with pink glasses who wears pink urban fashion holding a small bouquet of yellow flowers.
0,mixkit-young-woman-giving-a-big-bite-a-donut-40830.mp4,"Portrait of a young woman taking a big bite out of a donut with icing sugar filled with pastry cream, on a white background."
0,mixkit-worried-and-sad-woman-during-a-phone-call-39790.mp4,Very worried and sad girl during a phone call inside her apartment at dusk.
0,mixkit-woman-frustrated-at-seeing-her-face-in-a-mirror-33462.mp4,Woman frustrated at seeing her face in a mirror
0,mixkit-woman-walking-through-a-park-with-dry-trees-and-leaves-32618.mp4,"Woman dressed in black walking slowly through a park with many trees, vegetation and dry leaves on the ground."
0,mixkit-hand-caressing-the-wheat-grain-28759.mp4,Hand caressing the wheat grain
0,mixkit-a-young-womans-portrait-at-the-beach-1221.mp4,A young woman's portrait wearing a white beach dress walking on the sand near to palm trees on a sunny day.
0,mixkit-woman-standing-on-a-deck-1125.mp4,"A woman with long blonde hair wearing a white t-shirt and black bikini bottoms stands on a wooden deck smiling, with the beach and palm trees in the background."
0,mixkit-lonely-woman-alone-with-a-balloon-6104.mp4,Lonely woman alone with a balloon
0,mixkit-woman-walking-down-the-street-watching-her-cell-phone-4891.mp4,"Woman walking down the street, distracted on her cell phone, as cars pass by, on a sunny afternoon."
0,mixkit-masseur-giving-a-massage-in-a-spa-4744.mp4,"Man giving a relaxing massage to a girl lying on her stomach with her back uncovered with an ointment, in a spa."
0,mixkit-portrait-of-a-very-surprised-happy-woman-43831.mp4,"Portrait of a happy and very surprised young woman, making surprise gestures and smiling looking at the camera, with a plant to one side and a blue background."
0,mixkit-student-girl-sitting-in-an-armchair-in-her-classroom-28318.mp4,"Student girl with glasses sitting in an armchair in her classroom copying in her notebook, with a window behind."
0,mixkit-adult-woman-in-the-mirror-frustrated-by-her-wrinkles-4515.mp4,"Adult woman in a turtleneck sweater looking in the mirror while touching her face, frustrated by her wrinkles."
0,mixkit-extroverted-woman-in-a-colorful-retro-style-43586.mp4,"Portrait of an outgoing woman in a colorful retro style with pink glasses, while dancing captivatingly, in a room of colors and lights."
0,mixkit-friends-taking-a-selfie-in-a-car-43196.mp4,Two female friends in a convertible are smiling as they take selfies with a cell phone.
0,mixkit-young-woman-smells-her-flower-bouquet-42595.mp4,Blue-eyed blonde woman smells a bouquet of flowers during a date on Valentine's Day.
0,mixkit-woman-eating-salad-and-sandwich-26084.mp4,"View from above and close to a table while a woman eats a sandwich and serves salad on a plate, with a glass of water."
0,mixkit-woman-lost-in-thought-22001.mp4,Woman lost in thought
0,mixkit-woman-and-her-baby-spinning-at-sunset-18277.mp4,Woman and her baby spinning at sunset
0,mixkit-fashion-woman-dressed-in-red-18208.mp4,"Fashion woman in a red dress in a park surrounded by trees and grass, as she opens her umbrella and begins to walk down a path."
0,mixkit-woman-playing-violin-654.mp4,"A woman with long dark hair wearing a black t-shirt plays the violin on a rooftop, with a city building covered in windows in the background."
0,mixkit-woman-doing-headstand-yoga-pose-5057.mp4,Woman doing head yoga pose on top of a mat at home wearing comfortable sportswear.
0,mixkit-woman-jogging-across-a-narrow-footbridge-40768.mp4,Young woman in sportswear jogging across a narrow footbridge outdoors.
0,mixkit-meditating-in-a-windy-desert-environment-32752.mp4,"Woman in the middle of a desert meditating in a yoga pose, with many rocks and dry logs around, while the wind moves the fabric of her clothes."
0,mixkit-happy-woman-walking-with-shopping-bags-at-autumn-28749.mp4,Happy woman walking with shopping bags at autumn
0,mixkit-group-of-friends-talking-in-the-cafeteria-23205.mp4,Group of friends talking in the cafeteria
0,mixkit-woman-walks-into-cave-on-the-beach-1105.mp4,A young woman wearing a black swimwear and a blue beach wrap with long hair walks on the sand in front of a cliff and walks into a dark cave.
0,mixkit-hip-woman-thinking-in-cafe-writes-down-idea-8808.mp4,Hip woman thinking in cafe writes down idea
0,mixkit-woman-reading-quietly-on-a-beach-44529.mp4,"A young woman quietly reading a book on a sunny and peaceful beach, sitting on a hammock, with some palm trees behind her, in a close-up shot."
0,mixkit-cleaning-the-house-dancing-with-music-43373.mp4,Young woman cleaning the living room of her house while listening to music in her headphones and dancing happily.
0,mixkit-woman-dancing-with-a-black-dress-43203.mp4,A woman with brown hair who wears a long black dress and dances contemporary dance in an abandoned spot.
0,mixkit-look-of-an-exhausted-mixed-martial-arts-fighter-40978.mp4,"Look of a young woman fighter of mixed martial arts, wiping the sweat from her face with her hands, under a dim blue light."
0,mixkit-woman-pulls-out-jeans-to-show-off-weight-loss-8782.mp4,Woman pulls out jeans to show off weight loss
